0Invert X|反转X轴
The Pilgrim-linebreaks|朝圣者
Wait, that's not food!|等等，那不是食物！
not... edible, please.|没法……吃的，求你了。
...don't... trust you.|……不会……信任你。
Keep your family safe!|保护你家人的安全！
...Go find... shelter.|……去找到……庇护。
Assets and content by:|资源内容来自：
Leave me alone...|离我远点......
creaturetype-Yeek|跃客
Forgotten Conduit|遗忘导管
Frosted Cathedral|霜冻座堂
Glacial Wasteland|冰川荒地
Ancient Labyrinth|古代迷宫
Put a ## in a den|将##放进巢穴
...Nice to see...|……很高兴见到……
...Cold coming...|……雪暴要来了……
Stop! Stop giving me your junk!|停下！不要给我你的垃圾了！
Facility Roots (Western Intake)|设施根基（西侧入口）
Clear the game as ## to unlock.|用##通关游戏后解锁。
...why did you... save... me...|……你之前为什么……救……我……
Where do you find all of these?|你在哪找到这些东西的？
Let us see what you have found.|我们看看你找到了什么。
...Why... take all I... have...|……为什么……拿走我……仅剩……
...Thank you... for... company.|……谢谢你……来……陪我。
...Find heat... Cold is danger.|……找个热源……寒冷很危险。
Korean translation by topicular|韩文翻译由topicular提供
Leave me alone! You terrible creature!|离我远点！你这个糟糕的生物！
Pups can now be found in Sandbox Mode.|你可以在沙盒模式中找到蛞蝓猫崽。
Cold... You better go. I will be fine.|很冷了……你最好离开这里。我没事的。
The storm is coming. You should leave.|雪暴就要开始了。你应该离开这里。
We have read this one, little creature.|我们读过这一颗了，小生灵。
Clear the game as <X> or <Y> to unlock.|用<X>或<Y>通关游戏后解锁。
Is that something new? Allow me to see.|那是新的东西吗？让我看看。
Special button interactions:|特殊按钮交互：
Auxiliary Transmission Array|辅助传输阵列
Auxillery Transmission Array|辅助传输阵列
Hold to select and use doors|按住以选择并使用门
...It is... warmer... today.|……今天……更……温暖了。
Tap Pick up and Jump together to explosive jump|轻触“拾取”和“跳跃”键以爆炸跳跃
Hold Throw while flying to perform an ascension|在飞行时按住“投掷”键以进行超度
Rubicon content is now available in Arena Mode.|无归界内容现在可以在竞技场模式中使用了。
I am surprised you have found so many of these.|你能找到这么多，真让我惊讶。
Ah, don't worry about me. You should get going!|啊，不用担心我。你该出发了！
Oh. It's you, why have you come back...? Again.|哦。是你，你怎么……又回来了？
Hold Pick Up with an empty hand to generate a spear|有空手时长按“拾取”生成一根长矛
This is not a request. I have important work to do.|这不是一个请求。我还有重要的事。
Press throw with empty hands to extend your tongue|两手皆空手时按“投掷”键以伸长你的舌头
Hold Pick Up to move a spear to and from your back|长按“拾取”键将矛放到背上，或从背上拿下
Undelete the challenge you just deleted to unlock.|恢复你先前删除的挑战后解锁。
Hello again. I hope you have a reason to visit me.|又见面了。我希望你来找我是有原因的。
Tap Pick up and Jump together to take flight|轻按“拾取”和“跳跃”键以起飞
You better go, <PlayerName>! I will be fine.|你该走了，<PlayerName>！我不会有事的。
...So little... left. Why hurt... me more...|……只剩……一点了。为什么……还要伤害我……
Hold Pick Up while holding up to combine two differing items|在按住“上”方向的同时长按“拾取”键以组合两种不同的物品
Try using your weight in creative ways to gain an advantage.|尝试以创造性的方式利用体重来获得优势。
Oh? What have you found this time? Let's see what it says...|哦？这次你又找到了什么？让我们来看看这上面说了什么……
Hold Pick Up to regurgitate a random item|长按“拾取”键以随机吐出一个物品
Clear a total of ## challenges to unlock.|总计完成##个挑战后解锁。
There's not a lot of time. You should go!|时间不多了。你得动身了！
Take your offspring with you when you go.|走的时候带上你的孩子。
Have you brought something new this time?|这次带来什么新东西了吗？
[ Collection Empty ]|【无收藏品】
Unique pearls read :|已读特殊珍珠：
creaturetype-FireBug|火虫
creaturetype-SlugNPC|蛞蝓猫崽
objecttype-JokeRifle|玩笑步枪
objecttype-GooieDuck|悬丝壳果
objecttype-LillyPuck|光睡莲
objecttype-MoonCloak|披风
Ascend all creatures|超度所有生物
Escort a ## to a den|护送##至巢穴
Food quest completed|已完成美食图鉴
The Nomad-linebreaks|流浪者
Oh, leaving already?|要走了吗？
Where are you going?|你要去哪儿？
Looks to the Moon (Abstract Convergence Manifold)|仰望皓月（抽象收敛流形）
Change the slugcat class/abilities for Player <X>|更改玩家<X>的蛞蝓猫职业/能力
Refer to the Pause Menu for Safari Mode controls.|请参阅观览模式控制的暂停菜单。
Looks to the Moon (Neural Terminus)|仰望皓月（神经末梢）
Have you come back to see me again?|你又回来看我了吗？
Get... get away... round.... thing.|离我……远点……圆滚滚的……东西。
Wait, please don't leave with that!|等等，你不能带着那个离开！
...Friend... please find... safety.|……朋友……请快去……安全的地方。
Looks to the Moon (Vents)|仰望皓月（通风口）
creaturetype-MirosVulture|钢鹫
creaturetype-MotherSpider|蛛母
objecttype-DandelionPeach|蒲公英果
Unknown Pearl Contents...|未知珍珠内容……
## without anything dying|在无死亡的情况下##
Arena character unlocked:|已解锁竞技场角色：
What are you doing? Stop!|你在干什么？住手！
...storm... coming... Go!|……雪暴……来了……走！
...Please find... Warmth.|……请找……温暖。
...Why did... you stay...|……你为什么……留下……
Submerged Superstructure (The Heart)|沉没巨构（心脏）
Ah, welcome back. As I was saying...|欢迎回来。我刚才说……
##<LINE>without letting a @@ die|在不让@@死亡的情况下##
Submerged Superstructure (Vents)|沉没巨构（通风口）
Oh... Good bye, little creature.|哦……再见，小生灵。
While in the air, tap jump and pick-up together to take flight.|在空中时，同时轻触跳跃和拾取以进行腾飞。
Developer Commentary mode is now available in the Options menu.|开发者评论模式现在可在选项菜单中使用了。
Stop, that's dangerous! You are going to break something again!|住手，那很危险！你又要弄坏东西了！
Hold throw and directional inputs while flying to perform an ascension.|在飞行时按住“投掷”和一个方向以执行一次超度。
Friends sheltered :|得到庇护的朋友：
objecttype-GlowWeed|光藻
Waterfront Facility|海滨设施
Linear Systems Rail|线性系统导轨
Befriend a creature|与一个生物交朋友
Unique pearls read:|已读特殊珍珠
stop, don... don't!|住手，别……别！
Let us take a look.|让我看看。
It is getting cold.|天气越来越冷了。
What are you doing?|你在干什么？
...All I... have...|……我只剩……这个……
...Bring it back...|……还回来……
creaturetype-SpitLizard|焦糖蜥蜴
creaturetype-ZoopLizard|草莓蜥蜴
Warp to random creature|附身随机生物
Are you not interested?|你不感兴趣吗？
What a dumb creature...|多么愚蠢的生物……
creaturetype-TerrorLongLegs|恐怖长肢腐瘤
creaturetype-ScavengerElite|精英拾荒者
Five Pebble's Transcription|五块卵石的记录
## without letting a @@ die|在不让@@死亡的情况下##
...Little... green thing...|……渺小的……绿色家伙……
...You should... find heat.|……你应该……寻找温暖。
...Too cold... Alone again.|……太冷了……又剩我自己了。
creaturetype-BigJelly|巨型水母
objecttype-EnergyCell|稀释电池
Met Looks to the Moon|见到仰望皓月
The Martyr-linebreaks|殉道者
The Mother-linebreaks|慈母
No! Don't... hurt me!|不！别……伤害我！
... stop... please...|……住手……求你……
Please do not return.|请你别回来了。
That can't be good...|那可不好……
...No, don't... take!|……不，不要……拿走！
...Give it... back...|……还给……我……
...Leave me... alone.|……别来……打扰我。
objecttype-FireEgg|火虫卵
[ No Data Loaded ]|【未加载数据】
Kill all creatures|消灭所有生物
Friends sheltered:|得到庇护的朋友：
Leave me... alone.|离我……远点。
Let me continue...|那我继续了……
...Give... back...|……还给……我……
objecttype-Seed|爆米花
THE SPEARMASTER|矛大师
The Spearmaster|矛大师
Solitary Towers|孤塔
Neural Terminus|神经末梢
Desolate Fields|萧寂田野
Suburban Drifts|郊外漂流场
Barren Conduits|贫瘠导管
Emotional State|情绪状态
Ascend every ##|超度所有##
Pop every plant|炸掉所有植物
Parry ## attack|招架##次攻击
Oh... Good bye.|哦……再见。
[ Notice ]|【通知】
COLLECTION|收藏
Metropolis|大都会
The Gutter|排水沟
Cannonball|戗撞
Swap Heads|掉头
Camouflage|伪装
Time Limit|时限
## Seconds|##秒
Acceptance|接受
The Martyr|殉道者
The Mother|慈母
GET OUT!|滚出去！
Survivor|求生者
Gourmand|饕餮
Pipeyard|管道堆场
The Husk|空壳
Ascended|已超度
Parries:|招架：
GET OUT.|出去。
Suns...?|红日？
...No...|……不……
Five Pebbles:|五块卵石：
THE ARTIFICER|工匠
The Artificer|工匠
Outer Expanse|外部旷野
The Precipice|绝壁
Journey's End|旅途终末
Change target|变更目标
Win Condition|获胜条件
Kill every ##|消灭所有##
Befriend a ##|与##交朋友
Gain ## point|获得##分
What is this?|这是什么？
Please leave.|请离开这里。
...Go away...|……走开……
THE RIVULET|溪流
The Rivulet|溪流
Spearmaster|矛大师
Undergrowth|地下森林
Sunken Pier|沉没栈桥
Frozen Mast|封冻信塔
Sump Tunnel|污水坑道
Hang on Mom|挂在妈妈身上
Telekinesis|心灵感应
<X> and <Y>|<X>和<Y>
The Pilgrim|朝圣者
...storm...|……雪暴……
...Hello...|……你好……
THE GOURMAND|饕餮
The Gourmand|饕餮
Random start|随机开始
Icy Monument|冰雪纪念碑
Bitter Aerie|严寒巢穴
Frigid Coast|冷冽海岸
Disable Rain|禁用降雨
Pick up Food|拾取食物
Hello there.|你好啊。
Well then...|好吧……
...Why back?|……为什么回来了？
THE SAINT|圣徒
The Saint|圣徒
Artificer|工匠
The Floor|地面
The Shell|外壳
The Heart|心脏
Water Jet|喷水
Spray Ink|喷墨
Creatures|生物
The Nomad|流浪者
Clear the game as Gourmand, Artificer, or Hunter to unlock.|用饕餮、工匠或猎手通关游戏后解锁。
Hold the EAT button while a stunned creature is being held.|在拿着昏迷的生物时按住进食键。
The Rarefaction Cell item is now available in Sandbox Mode.|稀释电池现在可以在沙盒模式中使用了。
Little messenger, we do not have much time. You must hurry!|小信使，我们没多少时间了。你得抓紧时间！
Clear the game as Rivulet and Spearmaster to unlock.|用溪流和矛大师通关游戏后解锁。
Breathes underwater, and moves through the world with ease. These adaptations are essential,<LINE>as you'll be pitted against a world of increasingly frequent floods, where time is of the essence.|可以在水下呼吸，并轻松于世界中穿梭。这些适应性是必不可少的，<LINE>因为在洪水日益频繁的世界中，时间至关重要。
A fierce combatant, master of pyrotechnics and explosives. Keen to move up in<LINE>the foodchain, your journey will surely be one lined with constant bloodshed and warfare.|一位凶猛的战士，也是火药和爆炸的大师。渴望在食物链中<LINE>向上移动，你的旅程肯定会充满不断的流血和战争。
Frail and armed with a long tongue. Your journey will be one of perfect enlightenment,<LINE>but walking this path requires patience, caution, and complete attunement with the world.|唯一的武装是一条长舌头，脆弱的你将踏上一次圆满启示之旅，<LINE>但这条路需要你耐心、谨慎并与世界相调和。
An abnormality who feeds using needles pulled from its body. A traveller from a<LINE>far away land; A feeling in your depths sets you out once again, messenger...|一只依靠从身上拔下的长针进食的异兽；一位来自远方的旅者。<LINE>来自内心深处的某种感觉驱使你再度出发，信使呵……
An indulger of the simpler pleasures in life. Carrying the world in your stomach gives<LINE>many tactical advantages, but comes at an increased cost of sustainability.|沉迷于生活中简单的乐趣。将天下尽收于腹中<LINE>会带来许多战术优势，但你也要为维持体力付出更多。
Looks to the Moon's Transcription|仰望皓月的记录
Ah. Have you found something new?|啊。你找到什么新东西了吗？
Oh... Good luck, little creature.|祝你好运。我不幸的小朋友。
Looks to the Moon's Transcription (Pre-Collapse)|仰望皓月的记录（崩塌前）
The Rifle item is now available in Sandbox Mode.|步枪物品现在可以在沙盒模式中使用了。
How cute, you brought your family, <PlayerName>?|真可爱，你带着你的孩子，<PlayerName>？
12th Council Pillar, the House of Braids|第十二委员会支柱，编带院
Pups can now be found in some campaigns.|你可以在某些剧情中找到蛞蝓猫崽。
Ah, you have found me something to read?|啊，你找到想让我读给你听的东西了？
Oh... Please be careful on your journey.|旅途上注意安全。
Please, a moment of your time to finish?|拜托，就占用你一点时间说完行吗？
Primary Cortex|初级皮层
Cystic Conduit|囊性导管
Desolate Canal|沉寂隧管
Play as target|扮演目标
Revoke Control|撤消控制
Challenge #<X>|挑战#<X>
Gain ## points|获得##分
it... hurts...|这……很痛……
Let me finish.|让我说完。
Revisit regions that were explored in the single player campaigns,<LINE>this time as an outside observer that watches the ecosystem<LINE>unfold, uninterrupted by the antics of the player.|重游在剧情篇章里已探索过的区域，<LINE>这次你将作为一个外部观察者，俯瞰不受玩家影响的<LINE>生态系统在你面前徐徐展开。
Try to meet the win requirements on a series of pre-constructed arena<LINE>scenarios. More challenges will be unlocked as progression is made by<LINE>clearing the single player campaigns.|尝试满足竞技场中预设情景的获胜要求。<LINE>更多挑战会根据你的剧情篇章进展来解锁。
While in the air, tap jump and pick-up together to activate karmic enlightenment.|在空中时，同时轻触跳跃和拾取以激活业力启蒙。
While in the air, press jump and pick-up together, to propel yourself explosively.|在空中时，同时按下“跳跃”和“拾取”以爆炸推动自己。
Tap the throw button to extend your tongue. Press jump while attached to let go.|轻触“投掷”键伸出舌头。黏附时按跳跃松开。
Tap jump in the air to extend your tongue. Press jump again while attached to let go.|在空中轻触“跳跃”伸出舌头。黏附时再次按“跳跃”松开。
While you are attached to something, use up and down to extend or retract your tongue.|当你黏附于某物时，使用上下方向键来伸长或缩回你的舌头。
You are cold and hungry. Find shelter from the storm soon, or you will pass out from the cold.|你又冷又饿。尽快找到可于雪暴中庇身之所，否则你将冻毙于严寒。
Only warm objects can rejuvenate your body heat in this extreme cold, but they will not last forever!|在这种极寒中你需要用温暖的东西维持体温，但它们不会永远温暖！
If you are going to make your visits a habit, the least you can do is bring me something new to read.|如果你想让你的来访成为一种习惯，你至少要给我带来一些可以读的新东西。
Stab creatures with your white needles to leech energy from their bodies.|将白色长针刺入生物身体，吸取它们的能量。
I wonder, just how much time has passed since some of these were written.|不知道这些珍珠自从写入后已经过了多长时间了。
Another? Let us see... to be honest, I'm as curious to see it as you are.|又一个？让我看看……说实话，我和你一样好奇。
Hold up and grab with differing objects in each hand, in order to procure something new.|双手分持不同物品，同时按住“上”方向键和“拾取”键以获得新的东西。
It is nice to see you again, but we do not have much time left. Please hurry, messenger!|很高兴再次见到你，但时间不多了。抓紧时间！
Holding up and grab with two differing food items, will eat them together as a meal.|双手分持不同的食物，同时按住“上”方向键和“拾取”键以套餐形式享用它们。
You can also spit up random objects at the cost of food, if nothing is stored inside of you.|如果体内没有任何储备，也可以消耗饱食度吐出随机物品。
What are you doing? Please!! I only just got my freedom back, how cruel can you possibly be?|你在做什么？求求你！我才刚刚重获自由，你怎么能残忍到这个地步？
Hold pick-up with compatible ammunition in hand to load the rifle.|手持兼容弹药，长按“拾取”键为步枪装弹。
Ah, you remind me of an old creature who used to visit here often.|啊，你让我想起了一个以前经常光顾这里的老生灵。
Hold pick-up to transform rocks or spears into explosives, at the cost of food.|长按“拾取”键，以饱食度为代价将石头和矛转化为爆炸物。
Those are the only memories I have left. I will cease functioning without them.|那是我仅剩的回忆了。没有它们，我会停止运转的。
The passage of time has since taken them away, of course. That was a while ago.|当然，时间的流逝已经把它们带走了。那是很久以前的事了。
Combat and other fast movements will quickly exhaust you.|战斗和其他快速动作会让你很快筋疲力尽。
Artificer can maul creatures while they are still alive.|工匠可以撕咬还活着的生物。
Please, don't scare me like that. I don't appreciate it.|请不要那样吓唬我。我不喜欢这样。
Now, I hope you have reason to visit me. I am very busy.|我希望你来找我是有原因的。我很忙。
Another ordeal to add to my running tally of bad luck...|我的重重磨难又新添了一笔……
The Outer Expanse gate remains unlocked beyond this point in the timeline.|外部旷野大门在该时间点后仍然是解锁状态。
Pups can now be found in Sandbox Mode, and some campaigns.|你可以在沙盒模式和某些剧情中找到蛞蝓猫崽。
Let us see if there is anything important written on this.|我们看看是否有什么重要的东西写在上面。
Little creature, please leave. I would prefer to be alone.|小恶棍，请离开吧。我更喜欢独处。
What are you doing?! Just because you helped me doesn't mean you can treat me this way.|你在干什么？你帮了我，不代表你可以这样对我。
In your current state. I can only assume that you have found what you were looking for.|以你现在的状态，我只能假设你已经找到了你要找的东西。
Why would you do that to me?! I don't understand you, <PlayerName>.|你为什么要那样对我？我不明白，<PlayerName>。
Please stop! I beg you. I don't... understand your motivation...|请住手！求求你。我不理解……你的动机……
I can only think that you somehow find me pleasant to listen to.|我只能认为你出于某种原因很享受听我讲话。
Do you have something new, or have you come to just stare at me?|你是有什么新鲜东西，还是来盯着我看的？
Your company is welcome little creature, but please do not stay.|欢迎你的到来，但是不能待太久。
Why?! Why would you?? Please, I have so much more I need to do, still...|为什么？！你为什么要这样？？拜托，我还有很多事情要做……
Thank you for visiting me, but I'm afraid there is nothing here for you.|谢谢你来看我，但恐怕我没什么可以给你的了。
Despite some power to my facility being restored, those are still crucial to my survival!|尽管我的设施恢复了一些电力，但它们对我的生存仍然至关重要！
Your intention was to help me, was it not? Then please don't play with those!|你的本意是帮助我，不是吗？那就请不要玩那些东西！
This is no time for games little messenger. Hurry now, before it is too late!|没时间玩游戏了。趁现在还来得及，快走吧！
Those aren't toys, <PlayerName>. I cannot trust anyone with them.|那些不是玩具，<PlayerName>。不论谁拿着它们，我都不放心。
Stay as long as you'd like. But not too long.|你想待多久就待多久。但也别待太久。
Have you found something else for me to read?|你找到什么需要我读的东西了吗？
It is nice to see you again little messenger!|很高兴再次见到你，小信使！
This chamber is not very well insulated from the cold.|这个房间保温措施做的不是很好。
I do enjoy the company though. You and your family are always welcome here.|我确实喜欢陪伴。我随时欢迎你和你的家人。
It's a piece of sharpened rebar... What is it you want to know?<LINE>I don't wish to offend, but you seem too frail to use this effectively.|这是一根削尖的钢筋……你想知道什么？<LINE>我不想冒犯你，但你似乎太虚弱了，它对你没有什么用。
Unfortunately, my operations are encoded with a restriction that prevents<LINE>me from carrying out violent actions against my own citizens.|很不幸，我的运行活动被写入了一个限制——阻止<LINE>我对我自己的公民采取暴力行动。
You've returned! I thought you were leaving. Allow me to continue...|你回来了！我还以为你要走了。那我继续了……
Ah, nevermind, let me finish our conversation.|算了，我们把刚才的话说完。
Now, please leave. I would prefer to be alone.|现在请离开吧。我更喜欢独处。
Please do not take advantage of this. I do not have the patience for your continued presence here.|请不要利用这一点。我没有耐心让你继续留在这里。
I'm returning to my work. Unless you have anything productive<LINE>for me, I have nothing further to say to you.|我要继续工作了。除非你有什么对我有用的东西，<LINE>否则我对你没什么可说的了。
Oh, it's you again? I had told you to leave and never return.|啊，又是你？我告诉过你离开这里永远不要回来的。
Leave immediately and don't come back. And take THEM with you!|赶紧离开这里，别回来了。把它们也带上！
Ah, you've returned. You know that I care very little for the creatures that wander through my facility.|啊，你回来了。你知道我很少关心在我设施中游荡的生物。
For your own sake, I hope it was worth your struggle.|为了你自己，我希望你的努力是值得的。
For what reason do you visit so often? There is nothing more I can do for you.|你为什么经常来找我？我帮不上你了。
I have nothing for you here little messenger. Please, I have little time left.|我这里没有东西给你，可怜的家伙。拜托，我的时间不多了。
Why did you send the messenger here again? Please leave, I cannot afford any further<LINE>distractions; I am the only one who can fix this now. I trust that you understand me...|怎么又派信使过来了？请离开，我不能再分心了。<LINE>我是现在唯一可以解决这个问题的迭代器了。我相信你理解我……
How did it even manage to do that?...|它是怎么做到的？
...Nothing here... Nothing... left...|……这里什么都没有……什么都没有……剩下……
I would appreciate if you would not eat those. My umbilical will keep me conscious, but<LINE>every neuron lost is a piece of me lost as well...|如果你不吃那些，我将不胜感激。我的电缆会让我保持清醒，<LINE>但我每失去一个神经元，我也会失去一部分……
Why have you returned? Do you have a death wish? I have nothing<LINE>left to give you... please leave, for your own sake.|你怎么又回来了？你想死吗？我没什么<LINE>可以给你的了……请离开，这是为了你好。
You should not be here. This facility is in a constant state of decay.<LINE>Nothing in here is hospitable to the normal definition of life.|你不应该在这里。这个设施处于不断腐化的状态。<LINE>这里的一切都不符合生命的正常定义。
I used to be furious at the idea of creatures crawling through my superstructure.<LINE>However, I am actually grateful for this rare opportunity to not be alone.|我曾经对生物爬过我的巨构建筑的概念感到愤怒。<LINE>不过，我实际上很感激能有这个难得的互动机会。
This easter egg was inspired by the original Moar Slugcats Dating Sim mod, but has no affiliation with the original creators.|这个彩蛋受原本的更~多~蛞蝓猫约会模拟器的启发，但和原本的作者们没有任何联系。
we forgot to render this one sorry|我们忘记渲染了骚瑞
Painage System|受苦系统
Nachos Will Never Be The Same|永远没有一样的炸玉米片
TOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBS|管AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAN子
Andrew's Basement|Andrew的地下室
Moist|潮湿
Tower of Gains|获利高塔
Uberhang|下优步挂
Thanks Andrew.|谢了，Andrew。
The Throne|王座
Blast Deck|疾风甲板
Ridgeworks|山脊工程
Salination|盐化池
Heat Ducts|供热管道
Fetid Glen|腐臭幽谷
Marvelous!|神奇！
creaturetype-Rattler|震骨者
Rattlers|震骨者
creaturetype-BigMoth|巨蛾
Big Moths|巨蛾
creaturetype-BoxWorm|箱虫
Box Worms|箱虫
objecttype-Boomerang|回旋镖
LeaveSpinningTop1|嘻！看看！这也太蠢了，不配得到关注！嘻嘻嘻嘻！！
LeaveSpinningTop2|嘻！太无礼了！！我本来还打算送它个礼物呢。
DieAtSpinningTop1|嘻嘻嘻！！是的！！！回你的地底去吧！真是个笨蛋！！嘻嘻嘻嘻嘻
DieAtSpinningTop2|嘻嘻！看吧！！它们已经抓到你了！嘻嘻嘻嘻嘻
DieAtSpinningTop3|嘻嘻嘻嘻嘻嘻！！看起来这里也一样？？愚蠢到活不了，卑劣到死不了。<LINE>真无聊！啧！我要离开了。
Shattered Terrace|破碎露台
Verdant Waterways|翠绿水道
Crumbling Fringes|欲坠边缘
creaturetype-Frog|青蛙
Frogs|青蛙
So vital! Hah ha!|真有活力！哈！哈！
THE WATCHER|旁观者
watcher-name|旁观者
The Watcher|旁观者
Coral Caves|珊瑚洞穴
The Surface|地表
Sunlit Port|日照海港
Hydroponics|水培区
Watcher|旁观者
watcher-character-description|一个局外者，孤独又疏离，持续观察却不入局。<LINE>这种距离感带来了新的视角和联系。这是一段独一无二的旅程。
watcher-description|扩展包添加了一个新剧情：旁观者。本扩展包包含新的区域、生物、机制、物品、150余首全新音乐曲目，还有更多内容等你发现。
creaturetype-ScavengerTemplar|拾荒者圣堂武士
Scavenger Templars|拾荒者圣堂武士
Outer Rim|边域
Deep Reef|深礁
Rusted Wrecks|锈蚀残骸
Torrid Desert|炙热沙漠
Thermal Relay|热继电器
Station Annex|站点附区
Signal Spires|信号尖塔
Ancient Urban|上古城市
Stormy Coast|风暴海岸
Cold Storage|冷库
Tundra Fault|苔原断层
Aether Ridge|以太脊
Turbulent Pump|湍流水泵
Desolate Tract|凄凉地带
Aerial Tramway|空中缆车
Fallen Tramway|坠落索道
Shrouded Coast|雾罩海岸
Badlands|不毛之地
Decaying Tunnels|衰败隧道
creaturetype-Rat|老鼠
Rats|老鼠
Ah! So spirited!|啊！如此充满活力！
Infested Wastes|感染废土
Corrupted Factories|腐化工厂
Torrential Railways|暴雨铁路
Unfortunate Evolution|不幸的演化
creaturetype-Barnacle|藤壶
creaturetype-SandGrub|沙螬
Sand Grubs|沙螬
creaturetype-SkyWhale|天空鲸
creaturetype-RotLoach|腐化巨兽
Rot Behemoths|腐化巨兽
Daemon|间域
creaturetype-DrillCrab|钻蟹
Drill Crabs|钻蟹
creaturetype-SmallMoth|小蛾
Small Moths|小蛾
creaturetype-BigSandGrub|沙虫
Sand Worms|沙虫
creaturetype-FireSprite|火精灵
Fire Sprites|火精灵
creaturetype-Tardigrade|缓步虫
Tardigrades|缓步虫
creaturetype-ScavengerDisciple|拾荒者门徒
Scavenger Disciples|拾荒者门徒
Oh, you have brought sundries?|哦，你带来了些杂物？
Never again will you be alone.|你再也不会孤单了。
creaturetype-Loach|鳅须兽
Loaches|鳅须兽
Oh, show me again!|噢，再给我看看！
creaturetype-BlizzardLizard|雪暴蜥蜴
Blizzard Lizards|雪暴蜥蜴
creaturetype-BasiliskLizard|蛇怪蜥蜴
Basilisk Lizards|蛇怪蜥蜴
creaturetype-IndigoLizard|靛蓝蜥蜴
Indigo Lizards|靛蓝蜥蜴
objecttype-FireSpriteLarva|火精灵幼体
Hold the SPECIAL button to camouflage from predators|按住“特殊”键以针对掠食者进行伪装
Hold UP and SPECIAL together to form new random paths|同时按住“上”键和“特殊”键以形成新的随机路径
Delight! For you will be exalted in this new kingdom!|欣喜吧！因为在这个新王国中，你将受到尊崇！
This will consume the effect of a karma flower in the process|此过程将会消耗一朵业力花的效果
Holding UP and SPECIAL without a karma flower is unstable and dangerous|在没有业力花的时候，同时按住“上”键和“特殊”键并不稳定且十分危险
However, this can also form new random paths in a pinch|不过这样也能在紧要关头形成新的随机路径
You can leave them here if you wish, as a contribution.|如果你愿意，可以把它们留在这里，作为一种贡献。
Crossing to new frontiers takes a toll on the body, but sleep can help you recover|穿到新边境会对身体带来很大负担，不过睡眠有助于恢复
Traveling too deep without resting will have consequences|不眠不休地往深处旅行会产生某些后果
A presence already binds this place|一个存在已经和这个地方绑定了
This fringe is already too unstable|边缘已经很不稳定了
Nothing to waste, every bit counts!|没有浪费，每份都算数！
The paths overflow beyond measure|路径已然溢出限度
Oh such enthusiasm! I am honored!|噢，真有激情！我很荣幸！
This remains a place of rest|这里还是一处休憩之地
It is a joy to see you play!|看你嬉戏真有乐趣！
My processes will dissolve them to their base components and those components will be added to the mass.|我的处理过程会把它们分解成基本成分，然后这些成分会被添加到整体里。
Ahh yes! The paths! How wonderous!|啊啊啊，对！那些路径！如此奇妙！
How auspicious it was, our meeting...|那是多么地美好啊，我们的会面……
Forgive me if I cannot respond in kind. This body is so limited...|请原谅我无法以同样的方式回应。这具躯体实在受限……
How I have wished for this day. My dear friend, welcome.|我一直盼望着这一天。亲爱的朋友，欢迎你。
RESTORE|恢复
BACKUPS|备份
Unlock Watcher campaign|解锁旁观者剧情流程
Unlock Watcher arena character|解锁旁观者竞技场角色
Unlock Hunter campaign|解锁猎手剧情流程
backup_info_description|查看选中备份内容的信息。
mod_menu_restore_backup|尝试读取或初始化存档文件时发生错误。不过，在本系统中检测到了一份备份存档文件。<LINE><LINE>按“继续”来开始恢复保存数据。
backup_delete_confirm|确定要删除备份{X}吗？<LINE>本操作无法撤销。
backup_delete_success|已成功删除{X}。
backup_create_success|已从当前保存数据中创建出新备份{X}。
backup_restore_failed|在尝试恢复备份保存数据时发生错误。为了保护您的存档数据，游戏启动已暂停。<LINE><LINE>您是否想要重试恢复备份数据？
backup_restore_confirm|你当前的保存数据将会被移除！<LINE><LINE>选择恢复将会用此备份中的数据覆盖你所有存档中的保存数据。<LINE>本操作是永久性的，无法撤销。<LINE><LINE>确定要用{X}的数据覆盖当前保存数据吗？
backup_restore_success|{X}的保存数据已恢复。
backup_info_disclaimer|（此处显示的数据由当前启用的模组决定。<LINE>可能存在来自当前禁用模组的额外数据）
backup_info_loading|正在加载存档信息...
backup_info_no_data|此存档中没有剧情数据。
backups_description|查看，创建，或从先前备份的保存数据中恢复。
save_file_corrupted|在尝试读取或初始化存档文件时发生错误。为了保护您的存档数据，游戏启动已暂停。<LINE>请联系Akupara Games支持中心，并提供以下错误代码。<LINE><LINE>错误代码：{ERROR}<LINE><LINE>您是否想要重试加载存档文件？
Sunbaked Alley|曝日巷
Pillar Grove|柱林
Shrouded Stacks|雾罩堆场
Fractured Gateways|断裂通道
Migration Path|迁徙之路
Hold DOwN and SPECIAL together to create a path to a chosen destination|同时按住“下”键和“特殊”键以形成前往指定目的地的路径
Reduce the density of floating/falling particle effects like rot spores, Aether Ridge salt flakes, etc.|降低腐化孢子、以太脊的盐屑等漂浮/下落粒子特效的密度与可见度
Show tutorial messages for Watcher's mechanics during the story campaign|在剧情过程中显示旁观者机制相关的教程消息
